location,date,vaccine,total_vaccinations
Uruguay,2021-06-28,Oxford/AstraZeneca,44595
Uruguay,2021-06-28,Pfizer/BioNTech,942460
Uruguay,2021-06-28,Sinovac,2850213
Uruguay,2021-06-29,Oxford/AstraZeneca,44596
Uruguay,2021-06-29,Pfizer/BioNTech,959234
Uruguay,2021-06-29,Sinovac,2888093
Uruguay,2021-06-30,Oxford/AstraZeneca,44599
Uruguay,2021-06-30,Pfizer/BioNTech,975254
Uruguay,2021-06-30,Sinovac,2924884
Uruguay,2021-07-01,Oxford/AstraZeneca,44623
Uruguay,2021-07-01,Pfizer/BioNTech,991851
Uruguay,2021-07-01,Sinovac,2961748
Uruguay,2021-07-02,Oxford/AstraZeneca,44625
Uruguay,2021-07-02,Pfizer/BioNTech,1008689
Uruguay,2021-07-02,Sinovac,2999070
Uruguay,2021-07-03,Oxford/AstraZeneca,44627
Uruguay,2021-07-03,Pfizer/BioNTech,1014054
Uruguay,2021-07-03,Sinovac,3011721
Uruguay,2021-07-04,Oxford/AstraZeneca,44627
Uruguay,2021-07-04,Pfizer/BioNTech,1014057
Uruguay,2021-07-04,Sinovac,3012630
Uruguay,2021-07-05,Oxford/AstraZeneca,44628
Uruguay,2021-07-05,Pfizer/BioNTech,1029773
Uruguay,2021-07-05,Sinovac,3047715
Uruguay,2021-07-06,Oxford/AstraZeneca,44633
Uruguay,2021-07-06,Pfizer/BioNTech,1044861
Uruguay,2021-07-06,Sinovac,3081822
Uruguay,2021-07-07,Oxford/AstraZeneca,44637
Uruguay,2021-07-07,Pfizer/BioNTech,1061397
Uruguay,2021-07-07,Sinovac,3116456
Uruguay,2021-07-08,Oxford/AstraZeneca,44640
Uruguay,2021-07-08,Pfizer/BioNTech,1083977
Uruguay,2021-07-08,Sinovac,3123694
Uruguay,2021-07-09,Oxford/AstraZeneca,44645
Uruguay,2021-07-09,Pfizer/BioNTech,1105185
Uruguay,2021-07-09,Sinovac,3128227
Uruguay,2021-07-10,Oxford/AstraZeneca,44645
Uruguay,2021-07-10,Pfizer/BioNTech,1110259
Uruguay,2021-07-10,Sinovac,3129159
Uruguay,2021-07-11,Oxford/AstraZeneca,44646
Uruguay,2021-07-11,Pfizer/BioNTech,1110280
Uruguay,2021-07-11,Sinovac,3129476
Uruguay,2021-07-12,Oxford/AstraZeneca,44646
Uruguay,2021-07-12,Pfizer/BioNTech,1157524
Uruguay,2021-07-12,Sinovac,3133747
Uruguay,2021-07-13,Oxford/AstraZeneca,44655
Uruguay,2021-07-13,Pfizer/BioNTech,1197915
Uruguay,2021-07-13,Sinovac,3138119
Uruguay,2021-07-14,Oxford/AstraZeneca,44667
Uruguay,2021-07-14,Pfizer/BioNTech,1238469
Uruguay,2021-07-14,Sinovac,3141732
Uruguay,2021-07-15,Oxford/AstraZeneca,63392
Uruguay,2021-07-15,Pfizer/BioNTech,1266101
Uruguay,2021-07-15,Sinovac,3141988
Uruguay,2021-07-16,Oxford/AstraZeneca,78147
Uruguay,2021-07-16,Pfizer/BioNTech,1295799
Uruguay,2021-07-16,Sinovac,3146457
Uruguay,2021-07-17,Oxford/AstraZeneca,78149
Uruguay,2021-07-17,Pfizer/BioNTech,1301964
Uruguay,2021-07-17,Sinovac,3147048
Uruguay,2021-07-18,Oxford/AstraZeneca,78150
Uruguay,2021-07-18,Pfizer/BioNTech,1301974
Uruguay,2021-07-18,Sinovac,3147057
Uruguay,2021-07-19,Oxford/AstraZeneca,79063
Uruguay,2021-07-19,Pfizer/BioNTech,1319709
Uruguay,2021-07-19,Sinovac,3159279
Uruguay,2021-07-20,Oxford/AstraZeneca,79887
Uruguay,2021-07-20,Pfizer/BioNTech,1337368
Uruguay,2021-07-20,Sinovac,3166532
Uruguay,2021-07-21,Oxford/AstraZeneca,80647
Uruguay,2021-07-21,Pfizer/BioNTech,1355630
Uruguay,2021-07-21,Sinovac,3171220
Uruguay,2021-07-22,Oxford/AstraZeneca,81236
Uruguay,2021-07-22,Pfizer/BioNTech,1376460
Uruguay,2021-07-22,Sinovac,3177207
Uruguay,2021-07-23,Oxford/AstraZeneca,81895
Uruguay,2021-07-23,Pfizer/BioNTech,1408714
Uruguay,2021-07-23,Sinovac,3183768
Uruguay,2021-07-24,Oxford/AstraZeneca,82282
Uruguay,2021-07-24,Pfizer/BioNTech,1411539
Uruguay,2021-07-24,Sinovac,3184926
Uruguay,2021-07-25,Oxford/AstraZeneca,82283
Uruguay,2021-07-25,Pfizer/BioNTech,1412498
Uruguay,2021-07-25,Sinovac,3184932
Uruguay,2021-07-26,Oxford/AstraZeneca,82967
Uruguay,2021-07-26,Pfizer/BioNTech,1435069
Uruguay,2021-07-26,Sinovac,3193527
Uruguay,2021-07-27,Oxford/AstraZeneca,83395
Uruguay,2021-07-27,Pfizer/BioNTech,1454054
Uruguay,2021-07-27,Sinovac,3200391
Uruguay,2021-07-28,Oxford/AstraZeneca,83982
Uruguay,2021-07-28,Pfizer/BioNTech,1469215
Uruguay,2021-07-28,Sinovac,3206574
Uruguay,2021-07-29,Oxford/AstraZeneca,84681
Uruguay,2021-07-29,Pfizer/BioNTech,1482242
Uruguay,2021-07-29,Sinovac,3213028
Uruguay,2021-07-30,Oxford/AstraZeneca,85345
Uruguay,2021-07-30,Pfizer/BioNTech,1494738
Uruguay,2021-07-30,Sinovac,3219625
Uruguay,2021-07-31,Oxford/AstraZeneca,85354
Uruguay,2021-07-31,Pfizer/BioNTech,1499038
Uruguay,2021-07-31,Sinovac,3220784
Uruguay,2021-08-01,Oxford/AstraZeneca,85354
Uruguay,2021-08-01,Pfizer/BioNTech,1499038
Uruguay,2021-08-01,Sinovac,3220785
Uruguay,2021-08-02,Oxford/AstraZeneca,85375
Uruguay,2021-08-02,Pfizer/BioNTech,1514208
Uruguay,2021-08-02,Sinovac,3223919
Uruguay,2021-08-03,Oxford/AstraZeneca,85453
Uruguay,2021-08-03,Pfizer/BioNTech,1530462
Uruguay,2021-08-03,Sinovac,3226713
Uruguay,2021-08-04,Oxford/AstraZeneca,85540
Uruguay,2021-08-04,Pfizer/BioNTech,1541894
Uruguay,2021-08-04,Sinovac,3231581
Uruguay,2021-08-05,Oxford/AstraZeneca,85700
Uruguay,2021-08-05,Pfizer/BioNTech,1558307
Uruguay,2021-08-05,Sinovac,3234740
Uruguay,2021-08-06,Oxford/AstraZeneca,85861
Uruguay,2021-08-06,Pfizer/BioNTech,1573851
Uruguay,2021-08-06,Sinovac,3236186
Uruguay,2021-08-07,Oxford/AstraZeneca,85989
Uruguay,2021-08-07,Pfizer/BioNTech,1576053
Uruguay,2021-08-07,Sinovac,3236640
Uruguay,2021-08-08,Oxford/AstraZeneca,85989
Uruguay,2021-08-08,Pfizer/BioNTech,1576124
Uruguay,2021-08-08,Sinovac,3236647
Uruguay,2021-08-09,Oxford/AstraZeneca,86044
Uruguay,2021-08-09,Pfizer/BioNTech,1603831
Uruguay,2021-08-09,Sinovac,3237015
Uruguay,2021-08-10,Oxford/AstraZeneca,86124
Uruguay,2021-08-10,Pfizer/BioNTech,1627309
Uruguay,2021-08-10,Sinovac,3237241
Uruguay,2021-08-11,Oxford/AstraZeneca,86277
Uruguay,2021-08-11,Pfizer/BioNTech,1649470
Uruguay,2021-08-11,Sinovac,3237442
Uruguay,2021-08-12,Oxford/AstraZeneca,86296
Uruguay,2021-08-12,Pfizer/BioNTech,1669460
Uruguay,2021-08-12,Sinovac,3238633
Uruguay,2021-08-13,Oxford/AstraZeneca,86374
Uruguay,2021-08-13,Pfizer/BioNTech,1684806
Uruguay,2021-08-13,Sinovac,3241031
Uruguay,2021-08-14,Oxford/AstraZeneca,86376
Uruguay,2021-08-14,Pfizer/BioNTech,1686415
Uruguay,2021-08-14,Sinovac,3241035
Uruguay,2021-08-15,Oxford/AstraZeneca,86376
Uruguay,2021-08-15,Pfizer/BioNTech,1686465
Uruguay,2021-08-15,Sinovac,3241035
Uruguay,2021-08-16,Oxford/AstraZeneca,86419
Uruguay,2021-08-16,Pfizer/BioNTech,1707721
Uruguay,2021-08-16,Sinovac,3241356
Uruguay,2021-08-17,Oxford/AstraZeneca,86433
Uruguay,2021-08-17,Pfizer/BioNTech,1720197
Uruguay,2021-08-17,Sinovac,3241797
Uruguay,2021-08-18,Oxford/AstraZeneca,86472
Uruguay,2021-08-18,Pfizer/BioNTech,1734824
Uruguay,2021-08-18,Sinovac,3242086
Uruguay,2021-08-19,Oxford/AstraZeneca,86484
Uruguay,2021-08-19,Pfizer/BioNTech,1749803
Uruguay,2021-08-19,Sinovac,3242242
Uruguay,2021-08-20,Oxford/AstraZeneca,86536
Uruguay,2021-08-20,Pfizer/BioNTech,1777237
Uruguay,2021-08-20,Sinovac,3242561
Uruguay,2021-08-21,Oxford/AstraZeneca,86548
Uruguay,2021-08-21,Pfizer/BioNTech,1779916
Uruguay,2021-08-21,Sinovac,3242607
Uruguay,2021-08-22,Oxford/AstraZeneca,86548
Uruguay,2021-08-22,Pfizer/BioNTech,1780779
Uruguay,2021-08-22,Sinovac,3242607
Uruguay,2021-08-23,Oxford/AstraZeneca,86555
Uruguay,2021-08-23,Pfizer/BioNTech,1794652
Uruguay,2021-08-23,Sinovac,3242748
Uruguay,2021-08-24,Oxford/AstraZeneca,86556
Uruguay,2021-08-24,Pfizer/BioNTech,1803938
Uruguay,2021-08-24,Sinovac,3242821
Uruguay,2021-08-25,Oxford/AstraZeneca,86556
Uruguay,2021-08-25,Pfizer/BioNTech,1803938
Uruguay,2021-08-25,Sinovac,3242821
Uruguay,2021-08-26,Oxford/AstraZeneca,86575
Uruguay,2021-08-26,Pfizer/BioNTech,1812292
Uruguay,2021-08-26,Sinovac,3242913
Uruguay,2021-08-27,Oxford/AstraZeneca,86580
Uruguay,2021-08-27,Pfizer/BioNTech,1820940
Uruguay,2021-08-27,Sinovac,3243752
Uruguay,2021-08-28,Oxford/AstraZeneca,86580
Uruguay,2021-08-28,Pfizer/BioNTech,1823174
Uruguay,2021-08-28,Sinovac,3243791
Uruguay,2021-08-29,Oxford/AstraZeneca,86580
Uruguay,2021-08-29,Pfizer/BioNTech,1823188
Uruguay,2021-08-29,Sinovac,3243791
Uruguay,2021-08-30,Oxford/AstraZeneca,86582
Uruguay,2021-08-30,Pfizer/BioNTech,1833712
Uruguay,2021-08-30,Sinovac,3243898
Uruguay,2021-08-31,Oxford/AstraZeneca,86595
Uruguay,2021-08-31,Pfizer/BioNTech,1843517
Uruguay,2021-08-31,Sinovac,3243970
Uruguay,2021-09-01,Oxford/AstraZeneca,86595
Uruguay,2021-09-01,Pfizer/BioNTech,1852207
Uruguay,2021-09-01,Sinovac,3244058
Uruguay,2021-09-02,Oxford/AstraZeneca,86595
Uruguay,2021-09-02,Pfizer/BioNTech,1860112
Uruguay,2021-09-02,Sinovac,3244161
Uruguay,2021-09-03,Oxford/AstraZeneca,86595
Uruguay,2021-09-03,Pfizer/BioNTech,1871038
Uruguay,2021-09-03,Sinovac,3244252
Uruguay,2021-09-04,Oxford/AstraZeneca,86595
Uruguay,2021-09-04,Pfizer/BioNTech,1871835
Uruguay,2021-09-04,Sinovac,3244256
Uruguay,2021-09-05,Oxford/AstraZeneca,86595
Uruguay,2021-09-05,Pfizer/BioNTech,1872002
Uruguay,2021-09-05,Sinovac,3244256
Uruguay,2021-09-06,Oxford/AstraZeneca,86595
Uruguay,2021-09-06,Pfizer/BioNTech,1886456
Uruguay,2021-09-06,Sinovac,3244362
Uruguay,2021-09-07,Oxford/AstraZeneca,86595
Uruguay,2021-09-07,Pfizer/BioNTech,1893891
Uruguay,2021-09-07,Sinovac,3244567
Uruguay,2021-09-08,Oxford/AstraZeneca,86595
Uruguay,2021-09-08,Pfizer/BioNTech,1899394
Uruguay,2021-09-08,Sinovac,3244779
Uruguay,2021-09-09,Oxford/AstraZeneca,86597
Uruguay,2021-09-09,Pfizer/BioNTech,1906171
Uruguay,2021-09-09,Sinovac,3245021
Uruguay,2021-09-10,Oxford/AstraZeneca,86597
Uruguay,2021-09-10,Pfizer/BioNTech,1912124
Uruguay,2021-09-10,Sinovac,3245229
Uruguay,2021-09-11,Oxford/AstraZeneca,86597
Uruguay,2021-09-11,Pfizer/BioNTech,1912273
Uruguay,2021-09-11,Sinovac,3245230
European Union,2020-12-27,Johnson&Johnson,0
European Union,2020-12-27,Moderna,11
European Union,2020-12-27,Oxford/AstraZeneca,1
European Union,2020-12-27,Pfizer/BioNTech,36651
European Union,2020-12-27,Sinopharm/Beijing,0
European Union,2020-12-27,Sputnik V,0
European Union,2020-12-28,Johnson&Johnson,0
European Union,2020-12-28,Moderna,13
European Union,2020-12-28,Oxford/AstraZeneca,1
European Union,2020-12-28,Pfizer/BioNTech,63299
European Union,2020-12-28,Sinopharm/Beijing,0
European Union,2020-12-28,Sputnik V,0
European Union,2020-12-29,Johnson&Johnson,0
European Union,2020-12-29,Moderna,16
European Union,2020-12-29,Oxford/AstraZeneca,2
European Union,2020-12-29,Pfizer/BioNTech,123201
European Union,2020-12-29,Sinopharm/Beijing,0
European Union,2020-12-29,Sputnik V,0
European Union,2020-12-30,Johnson&Johnson,0
European Union,2020-12-30,Moderna,18
European Union,2020-12-30,Oxford/AstraZeneca,2
European Union,2020-12-30,Pfizer/BioNTech,201021
European Union,2020-12-30,Sinopharm/Beijing,0
European Union,2020-12-30,Sputnik V,0
European Union,2020-12-31,Johnson&Johnson,0
European Union,2020-12-31,Moderna,19
European Union,2020-12-31,Oxford/AstraZeneca,2
European Union,2020-12-31,Pfizer/BioNTech,282925
European Union,2020-12-31,Sinopharm/Beijing,0
European Union,2020-12-31,Sputnik V,0
European Union,2021-01-01,Johnson&Johnson,0
European Union,2021-01-01,Moderna,74
European Union,2021-01-01,Oxford/AstraZeneca,5
European Union,2021-01-01,Pfizer/BioNTech,341124
European Union,2021-01-01,Sinopharm/Beijing,0
European Union,2021-01-01,Sputnik V,0
European Union,2021-01-02,Johnson&Johnson,0
European Union,2021-01-02,Moderna,78
European Union,2021-01-02,Oxford/AstraZeneca,5
European Union,2021-01-02,Pfizer/BioNTech,431090
European Union,2021-01-02,Sinopharm/Beijing,0
European Union,2021-01-02,Sputnik V,0
European Union,2021-01-03,Johnson&Johnson,0
European Union,2021-01-03,Moderna,88
European Union,2021-01-03,Oxford/AstraZeneca,5
European Union,2021-01-03,Pfizer/BioNTech,490653
European Union,2021-01-03,Sinopharm/Beijing,0
European Union,2021-01-03,Sputnik V,0
European Union,2021-01-04,Johnson&Johnson,3
European Union,2021-01-04,Moderna,96
European Union,2021-01-04,Oxford/AstraZeneca,5
European Union,2021-01-04,Pfizer/BioNTech,624407
European Union,2021-01-04,Sinopharm/Beijing,0
European Union,2021-01-04,Sputnik V,0
European Union,2021-01-05,Johnson&Johnson,3
European Union,2021-01-05,Moderna,99
European Union,2021-01-05,Oxford/AstraZeneca,5
European Union,2021-01-05,Pfizer/BioNTech,785509
European Union,2021-01-05,Sinopharm/Beijing,0
European Union,2021-01-05,Sputnik V,0
European Union,2021-01-06,Johnson&Johnson,3
European Union,2021-01-06,Moderna,109
European Union,2021-01-06,Oxford/AstraZeneca,8
European Union,2021-01-06,Pfizer/BioNTech,952879
European Union,2021-01-06,Sinopharm/Beijing,0
European Union,2021-01-06,Sputnik V,0
European Union,2021-01-07,Johnson&Johnson,6
European Union,2021-01-07,Moderna,116
European Union,2021-01-07,Oxford/AstraZeneca,10
European Union,2021-01-07,Pfizer/BioNTech,1160540
European Union,2021-01-07,Sinopharm/Beijing,0
European Union,2021-01-07,Sputnik V,0
European Union,2021-01-08,Johnson&Johnson,16
European Union,2021-01-08,Moderna,388
European Union,2021-01-08,Oxford/AstraZeneca,178
European Union,2021-01-08,Pfizer/BioNTech,2615701
European Union,2021-01-08,Sinopharm/Beijing,0
European Union,2021-01-08,Sputnik V,0
European Union,2021-01-09,Johnson&Johnson,16
European Union,2021-01-09,Moderna,415
European Union,2021-01-09,Oxford/AstraZeneca,182
European Union,2021-01-09,Pfizer/BioNTech,2787385
European Union,2021-01-09,Sinopharm/Beijing,0
European Union,2021-01-09,Sputnik V,0
European Union,2021-01-10,Johnson&Johnson,16
European Union,2021-01-10,Moderna,424
European Union,2021-01-10,Oxford/AstraZeneca,182
European Union,2021-01-10,Pfizer/BioNTech,2898028
European Union,2021-01-10,Sinopharm/Beijing,0
European Union,2021-01-10,Sputnik V,0
European Union,2021-01-11,Johnson&Johnson,16
European Union,2021-01-11,Moderna,503
European Union,2021-01-11,Oxford/AstraZeneca,184
European Union,2021-01-11,Pfizer/BioNTech,3117996
European Union,2021-01-11,Sinopharm/Beijing,0
European Union,2021-01-11,Sputnik V,0
European Union,2021-01-12,Johnson&Johnson,16
European Union,2021-01-12,Moderna,569
European Union,2021-01-12,Oxford/AstraZeneca,188
European Union,2021-01-12,Pfizer/BioNTech,3373924
European Union,2021-01-12,Sinopharm/Beijing,0
European Union,2021-01-12,Sputnik V,0
European Union,2021-01-13,Johnson&Johnson,17
European Union,2021-01-13,Moderna,2118
European Union,2021-01-13,Oxford/AstraZeneca,188
European Union,2021-01-13,Pfizer/BioNTech,3679346
European Union,2021-01-13,Sinopharm/Beijing,0
European Union,2021-01-13,Sputnik V,0
European Union,2021-01-14,Johnson&Johnson,17
European Union,2021-01-14,Moderna,10351
European Union,2021-01-14,Oxford/AstraZeneca,190
European Union,2021-01-14,Pfizer/BioNTech,3971089
European Union,2021-01-14,Sinopharm/Beijing,0
European Union,2021-01-14,Sputnik V,0
European Union,2021-01-15,Johnson&Johnson,17
European Union,2021-01-15,Moderna,35858
European Union,2021-01-15,Oxford/AstraZeneca,333
European Union,2021-01-15,Pfizer/BioNTech,5665991
European Union,2021-01-15,Sinopharm/Beijing,0
European Union,2021-01-15,Sputnik V,0
European Union,2021-01-16,Johnson&Johnson,17
European Union,2021-01-16,Moderna,39097
European Union,2021-01-16,Oxford/AstraZeneca,334
European Union,2021-01-16,Pfizer/BioNTech,5823961
European Union,2021-01-16,Sinopharm/Beijing,0
European Union,2021-01-16,Sputnik V,0
European Union,2021-01-17,Johnson&Johnson,18
European Union,2021-01-17,Moderna,40781
European Union,2021-01-17,Oxford/AstraZeneca,337
European Union,2021-01-17,Pfizer/BioNTech,5930440
European Union,2021-01-17,Sinopharm/Beijing,0
European Union,2021-01-17,Sputnik V,0
European Union,2021-01-18,Johnson&Johnson,18
European Union,2021-01-18,Moderna,50125
European Union,2021-01-18,Oxford/AstraZeneca,340
European Union,2021-01-18,Pfizer/BioNTech,6183437
European Union,2021-01-18,Sinopharm/Beijing,0
European Union,2021-01-18,Sputnik V,0
European Union,2021-01-19,Johnson&Johnson,18
European Union,2021-01-19,Moderna,62137
European Union,2021-01-19,Oxford/AstraZeneca,393
European Union,2021-01-19,Pfizer/BioNTech,6511352
European Union,2021-01-19,Sinopharm/Beijing,0
European Union,2021-01-19,Sputnik V,0
European Union,2021-01-20,Johnson&Johnson,18
European Union,2021-01-20,Moderna,75324
European Union,2021-01-20,Oxford/AstraZeneca,397
European Union,2021-01-20,Pfizer/BioNTech,6857403
European Union,2021-01-20,Sinopharm/Beijing,0
European Union,2021-01-20,Sputnik V,0
European Union,2021-01-21,Johnson&Johnson,18
European Union,2021-01-21,Moderna,87273
European Union,2021-01-21,Oxford/AstraZeneca,400
European Union,2021-01-21,Pfizer/BioNTech,7203313
European Union,2021-01-21,Sinopharm/Beijing,0
European Union,2021-01-21,Sputnik V,0
European Union,2021-01-22,Johnson&Johnson,19
European Union,2021-01-22,Moderna,134594
European Union,2021-01-22,Oxford/AstraZeneca,581
European Union,2021-01-22,Pfizer/BioNTech,8914738
European Union,2021-01-22,Sinopharm/Beijing,0
European Union,2021-01-22,Sputnik V,0
European Union,2021-01-23,Johnson&Johnson,19
European Union,2021-01-23,Moderna,137840
European Union,2021-01-23,Oxford/AstraZeneca,587
European Union,2021-01-23,Pfizer/BioNTech,9113076
European Union,2021-01-23,Sinopharm/Beijing,0
European Union,2021-01-23,Sputnik V,0
European Union,2021-01-24,Johnson&Johnson,19
European Union,2021-01-24,Moderna,139081
European Union,2021-01-24,Oxford/AstraZeneca,591
European Union,2021-01-24,Pfizer/BioNTech,9233647
European Union,2021-01-24,Sinopharm/Beijing,0
European Union,2021-01-24,Sputnik V,0
European Union,2021-01-25,Johnson&Johnson,19
European Union,2021-01-25,Moderna,145130
European Union,2021-01-25,Oxford/AstraZeneca,595
European Union,2021-01-25,Pfizer/BioNTech,9518598
European Union,2021-01-25,Sinopharm/Beijing,0
European Union,2021-01-25,Sputnik V,0
European Union,2021-01-26,Johnson&Johnson,19
European Union,2021-01-26,Moderna,151410
European Union,2021-01-26,Oxford/AstraZeneca,602
European Union,2021-01-26,Pfizer/BioNTech,9856310
European Union,2021-01-26,Sinopharm/Beijing,0
European Union,2021-01-26,Sputnik V,0
European Union,2021-01-27,Johnson&Johnson,20
European Union,2021-01-27,Moderna,157709
European Union,2021-01-27,Oxford/AstraZeneca,611
European Union,2021-01-27,Pfizer/BioNTech,10205968
European Union,2021-01-27,Sinopharm/Beijing,0
European Union,2021-01-27,Sputnik V,0
European Union,2021-01-28,Johnson&Johnson,21
European Union,2021-01-28,Moderna,163909
European Union,2021-01-28,Oxford/AstraZeneca,615
European Union,2021-01-28,Pfizer/BioNTech,10583618
European Union,2021-01-28,Sinopharm/Beijing,0
European Union,2021-01-28,Sputnik V,0
European Union,2021-01-29,Johnson&Johnson,23
European Union,2021-01-29,Moderna,197024
European Union,2021-01-29,Oxford/AstraZeneca,818
European Union,2021-01-29,Pfizer/BioNTech,12728134
European Union,2021-01-29,Sinopharm/Beijing,0
European Union,2021-01-29,Sputnik V,0
European Union,2021-01-30,Johnson&Johnson,23
European Union,2021-01-30,Moderna,199485
European Union,2021-01-30,Oxford/AstraZeneca,826
European Union,2021-01-30,Pfizer/BioNTech,12965458
European Union,2021-01-30,Sinopharm/Beijing,0
European Union,2021-01-30,Sputnik V,0
European Union,2021-01-31,Johnson&Johnson,23
European Union,2021-01-31,Moderna,200096
European Union,2021-01-31,Oxford/AstraZeneca,834
European Union,2021-01-31,Pfizer/BioNTech,13109764
European Union,2021-01-31,Sinopharm/Beijing,0
European Union,2021-01-31,Sputnik V,0
European Union,2021-02-01,Johnson&Johnson,23
European Union,2021-02-01,Moderna,206440
European Union,2021-02-01,Oxford/AstraZeneca,892
European Union,2021-02-01,Pfizer/BioNTech,13428093
European Union,2021-02-01,Sinopharm/Beijing,0
European Union,2021-02-01,Sputnik V,0
European Union,2021-02-02,Johnson&Johnson,23
European Union,2021-02-02,Moderna,215851
European Union,2021-02-02,Oxford/AstraZeneca,943
European Union,2021-02-02,Pfizer/BioNTech,13792945
European Union,2021-02-02,Sinopharm/Beijing,0
European Union,2021-02-02,Sputnik V,0
European Union,2021-02-03,Johnson&Johnson,23
European Union,2021-02-03,Moderna,230350
European Union,2021-02-03,Oxford/AstraZeneca,972
European Union,2021-02-03,Pfizer/BioNTech,14196931
European Union,2021-02-03,Sinopharm/Beijing,0
European Union,2021-02-03,Sputnik V,0
European Union,2021-02-04,Johnson&Johnson,23
European Union,2021-02-04,Moderna,250991
European Union,2021-02-04,Oxford/AstraZeneca,983
European Union,2021-02-04,Pfizer/BioNTech,14602125
European Union,2021-02-04,Sinopharm/Beijing,0
European Union,2021-02-04,Sputnik V,0
European Union,2021-02-05,Johnson&Johnson,33
European Union,2021-02-05,Moderna,349294
European Union,2021-02-05,Oxford/AstraZeneca,1221
European Union,2021-02-05,Pfizer/BioNTech,16981217
European Union,2021-02-05,Sinopharm/Beijing,0
European Union,2021-02-05,Sputnik V,0
European Union,2021-02-06,Johnson&Johnson,33
European Union,2021-02-06,Moderna,364393
European Union,2021-02-06,Oxford/AstraZeneca,2025
European Union,2021-02-06,Pfizer/BioNTech,17193320
European Union,2021-02-06,Sinopharm/Beijing,0
European Union,2021-02-06,Sputnik V,0
European Union,2021-02-07,Johnson&Johnson,34
European Union,2021-02-07,Moderna,375898
European Union,2021-02-07,Oxford/AstraZeneca,3407
European Union,2021-02-07,Pfizer/BioNTech,17305334
European Union,2021-02-07,Sinopharm/Beijing,0
European Union,2021-02-07,Sputnik V,0
European Union,2021-02-08,Johnson&Johnson,35
European Union,2021-02-08,Moderna,395327
European Union,2021-02-08,Oxford/AstraZeneca,6137
European Union,2021-02-08,Pfizer/BioNTech,17605209
European Union,2021-02-08,Sinopharm/Beijing,0
European Union,2021-02-08,Sputnik V,0
European Union,2021-02-09,Johnson&Johnson,35
European Union,2021-02-09,Moderna,417368
European Union,2021-02-09,Oxford/AstraZeneca,13362
European Union,2021-02-09,Pfizer/BioNTech,17974040
European Union,2021-02-09,Sinopharm/Beijing,0
European Union,2021-02-09,Sputnik V,0
European Union,2021-02-10,Johnson&Johnson,35
European Union,2021-02-10,Moderna,440073
European Union,2021-02-10,Oxford/AstraZeneca,34356
European Union,2021-02-10,Pfizer/BioNTech,18371575
European Union,2021-02-10,Sinopharm/Beijing,0
European Union,2021-02-10,Sputnik V,0
European Union,2021-02-11,Johnson&Johnson,37
European Union,2021-02-11,Moderna,468362
European Union,2021-02-11,Oxford/AstraZeneca,70952
European Union,2021-02-11,Pfizer/BioNTech,18783330
European Union,2021-02-11,Sinopharm/Beijing,0
European Union,2021-02-11,Sputnik V,0
European Union,2021-02-12,Johnson&Johnson,40
European Union,2021-02-12,Moderna,623848
European Union,2021-02-12,Oxford/AstraZeneca,274215
European Union,2021-02-12,Pfizer/BioNTech,21000462
European Union,2021-02-12,Sinopharm/Beijing,0
European Union,2021-02-12,Sputnik V,2385
European Union,2021-02-13,Johnson&Johnson,41
European Union,2021-02-13,Moderna,638330
European Union,2021-02-13,Oxford/AstraZeneca,297495
European Union,2021-02-13,Pfizer/BioNTech,21205209
European Union,2021-02-13,Sinopharm/Beijing,0
European Union,2021-02-13,Sputnik V,2385
European Union,2021-02-14,Johnson&Johnson,43
European Union,2021-02-14,Moderna,645946
European Union,2021-02-14,Oxford/AstraZeneca,313060
European Union,2021-02-14,Pfizer/BioNTech,21321611
European Union,2021-02-14,Sinopharm/Beijing,0
European Union,2021-02-14,Sputnik V,2385
European Union,2021-02-15,Johnson&Johnson,44
European Union,2021-02-15,Moderna,667846
European Union,2021-02-15,Oxford/AstraZeneca,355889
European Union,2021-02-15,Pfizer/BioNTech,21617776
European Union,2021-02-15,Sinopharm/Beijing,0
European Union,2021-02-15,Sputnik V,2385
European Union,2021-02-16,Johnson&Johnson,45
European Union,2021-02-16,Moderna,695489
European Union,2021-02-16,Oxford/AstraZeneca,406371
European Union,2021-02-16,Pfizer/BioNTech,21953599
European Union,2021-02-16,Sinopharm/Beijing,0
European Union,2021-02-16,Sputnik V,2385
European Union,2021-02-17,Johnson&Johnson,46
European Union,2021-02-17,Moderna,729517
European Union,2021-02-17,Oxford/AstraZeneca,465135
European Union,2021-02-17,Pfizer/BioNTech,22317323
European Union,2021-02-17,Sinopharm/Beijing,0
European Union,2021-02-17,Sputnik V,2385
European Union,2021-02-18,Johnson&Johnson,51
European Union,2021-02-18,Moderna,760830
European Union,2021-02-18,Oxford/AstraZeneca,534976
European Union,2021-02-18,Pfizer/BioNTech,22711649
European Union,2021-02-18,Sinopharm/Beijing,0
European Union,2021-02-18,Sputnik V,2385
European Union,2021-02-19,Johnson&Johnson,53
European Union,2021-02-19,Moderna,964745
European Union,2021-02-19,Oxford/AstraZeneca,1167494
European Union,2021-02-19,Pfizer/BioNTech,24910304
European Union,2021-02-19,Sinopharm/Beijing,0
European Union,2021-02-19,Sputnik V,18484
European Union,2021-02-20,Johnson&Johnson,54
European Union,2021-02-20,Moderna,979286
European Union,2021-02-20,Oxford/AstraZeneca,1222274
European Union,2021-02-20,Pfizer/BioNTech,25116310
European Union,2021-02-20,Sinopharm/Beijing,0
